index,instruction,input,expected_answer,model_response,generation_time,dataset,task_type
24976,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Three pounds of 05 grass seed contain 5 percent herbicide. A different type of grass seed, 20, which contains 20 percent herbicide, will be mixed with three pounds of 05 grass seed. How much grass seed of type 20 should be added to the three pounds of 05 grass seed so that the mixture contains 10 percent herbicide?

Choices:
A. 3
B. 3.75
C. 1.5
D. 6
E. 9",1.5,"Reasoning:
Let x be the amount of 20 grass seed to be added.
0.05(3) + 0.2x = 0.1(3+x)
0.15 + 0.2x = 0.3 + 0.1x
0.1x = 0.15
x = 1.5
The answer is C.

Final Answer:
1.5",7.647160053253174,AQUA-RAT,math_reasoning
13748,Solve the following math reasoning problem step by step.,"The bowl of fruit contains apples, pears, and bananas. There are two more pears than apples, and three more bananas than pears.  If the bowl contains 19 pieces of fruit, how many bananas does it contain?",9,"Reasoning:
Let x be the number of apples in the bowl.
The number of pears is x+2.
The number of bananas is x+2+3 = x+5.
The total number of fruit is x+(x+2)+(x+5) = 19.
3x+7 = 19
3x = 12
x = <<4=4>>4
The number of bananas is x+5 = 4+5 = <<4+5=9>>9

Final Answer:
9",9.628188133239746,gsm8k,math_reasoning
12432,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A person can swim in still water at 4 km/h. If the speed of water 2 km/h, how many hours will the man take to swim back against the current for 6km?

Choices:
A. 3
B. 6
C. 7
D. 8
E. 9",3,"Reasoning:
M = 4
S = 2
US = 4 - 2 = 2
D = 6
T = 6/2 = 3
Answer: A

Final Answer:
3",4.154327154159546,AQUA-RAT,math_reasoning
20841,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Machine A working alone can complete a job in 10 hours. Machine A+B working alone can do the same job in 16 hours. How long will it take machine B working at their respective constant rates to complete the job?

Choices:
A. 20/3
B. 80/3
C. 50/4
D. 90/11
E. 23/7",80/3,"Reasoning:
A's 1 hour work = 1/10
A+B's 1 hour work = 1/16
B's 1 hour work = 1/16 - 1/10 = 1/40
B alone will take 40 hours to complete the job.
Answer: B

Final Answer:
80/3",6.377983570098877,AQUA-RAT,math_reasoning
28604,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A train covers a distance of 12 km in 10 min. If it takes 5 sec to pass a telegraph post, then the length of the train is?

Choices:
A. 298 m
B. 188 m
C. 120 m
D. 160 m
E. 189 m",160 m,"Reasoning:
Speed = 12/10 * 60/5 = 28.8 km/hr.
Length of the train = 28.8 * 5 = 144 m.
Answer: C

Final Answer:
120 m",4.374228477478027,AQUA-RAT,math_reasoning
15201,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A man is 20 years older than his son. In two years, his age will be twice the age of his son. What is the present age of his son?

Choices:
A. 23 years
B. 22 years
C. 21 years
D. 20 years
E. 18 years",18 years,"Reasoning:
Let the present age of son be x years.
Then, present age of man = (x + 20) years.
(x + 20) + 2 = 2(x + 2)
x + 22 = 2x + 4
x = 18 years.
Answer: E

Final Answer:
18 years",6.239410400390625,AQUA-RAT,math_reasoning
10951,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"In how many ways can the letters D, I, S, I, N, O, I, C be arranged so that the three I's are not next to each other?

Choices:
A. 36
B. 48
C. 72
D. 96
E. 6000",6000,"Reasoning:
Total number of ways = 8! = 40320
Number of ways in which three I's are together = 6! = 720
Number of ways in which three I's are not together = 40320 - 720 = 39600
Answer: C

Final Answer:
72",5.7119975090026855,AQUA-RAT,math_reasoning
5464,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"If x + y = 0 and x =/ 0,then what is the value of
x2007/y2007?

Choices:
A. -2007
B. -1
C. 0
D. 1
E. 2007",-1,"Reasoning:
x + y = 0
x = -y
x2007/y2007 = (-y2007)/y2007 = -1
Answer: B

Final Answer:
-1",3.8410117626190186,AQUA-RAT,math_reasoning
12376,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"The product of the prime numbers between 0 and 20 is closest to...

Choices:
A. 10^5
B. 10^6
C. 10^7
D. 10^8
E. 10^9",10^7,"Reasoning:
The prime numbers between 0 and 20 are 2, 3, 5, 7, 11, 13, 17, 19.
2*3*5*7*11*13*17*19 = 2^8*3^2*5*7*11*13*17*19
= 2^8*3^2*5*7*11*13*17*19
= 2^8*3^2*5*7*11*13*17*19
= 2^8*3^2*5*7*11*13*17*19
= 2^8*3^2*5*7*11*13*17*19
= 2^8*3^2*5*7*11*13*17*19
= 2^8*3^2*5*7*11*13*17*19
= 2^8*3^2*5*7*11*13*17*19
= 2^8*3^2*5*7*11*13*17*19
= 2^8*3^2*5*7*11*13*17*19
= 2^8*3^2*5*7*11*13*17*19
= 2^8*3^2*5*7*11*13*17*19
= 2^8*3^2*5*7*11*13*17*19
= 2^8*3^2*5*7*11*13*17*19
= 2^8*3^2*5*7*11*13*17*19
= 2^8*3^2*5*7*11*13*17*19
= 2^8*3^2*5*7*11*13*17*19
= 2^8*3^2*5*7*11*13*17*19
= 2^8*3^2*5*7*11*13*17*19
= 2^8*3^2*5*7*11*13*17*19
= 2^8*3^2*5*7*11*13*17*",44.237515687942505,AQUA-RAT,math_reasoning
3263,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Rs.1430 is divided so that 4 times the first share, thrice the 2nd share and twice the third share amount to the same. What is the value of the third share?

Choices:
A. s.528
B. s.542
C. s.528
D. s.540
E. s.660",s.660,"Reasoning:
Let the shares be x, y and z.
Then, 4x = 3y = 2z.
x/y = 4/3, y/z = 3/2.
x/y = y/z = 4/3.
x = 4/7 * 1430 = 860, y = 3/7 * 1430 = 645, z = 2/7 * 1430 = 520.
z = Rs.520.
Answer: D

Final Answer:
s.540",9.838917255401611,AQUA-RAT,math_reasoning
11727,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A train 600 m long passes a man, running at 5 km/hr in the same direction in which the train is going, in 15 seconds. The speed of the train is:

Choices:
A. 45 km/hr
B. 149 km/hr
C. 54 km/hr
D. 55 km/hr
E. 56 km/hr",149 km/hr,"Reasoning:
Speed of the train relative to man = 600/15 = 40 m/sec.
= 40 * 18/5 = 144 km/hr.
Let the speed of the train be x km/hr. Then, relative speed = (x - 5) km/hr.
x - 5 = 144 => x = 149 km/hr.
Answer: B

Final Answer:
149 km/hr",7.448432207107544,AQUA-RAT,math_reasoning
26376,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"If a > 1, which of the following is equal to (2a + 6)/(a^2 + 4a + 3)?

Choices:
A. a
B. a + 3
C. 2/(a - 1)
D. 2a/(a - 3)
E. 2/(a + 1)",2/(a + 1),"Reasoning:
(2a + 6)/(a^2 + 4a + 3) = (2a + 6)/[(a + 3)(a + 1)]
= 2/(a + 1)
The answer is E.

Final Answer:
2/(a + 1)",5.689605236053467,AQUA-RAT,math_reasoning
26629,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Find the angle between the hour hand and the minute hand of a clock when 3.25.

Choices:
A. 47 1/2°
B. 45 1/2°
C. 48 1/2°
D. 46 1/2°
E. 42 1/2°",47 1/2°,"Reasoning:
Angle between the two hands = (30*3 + 11/2)*5 - 11/2 = 48 1/2°
Answer is C

Final Answer:
48 1/2°",4.183437347412109,AQUA-RAT,math_reasoning
742,Solve the following math reasoning problem step by step.,"Rylee is bored and decides to count the number of leaves falling off the tree in her backyard. 7 leaves fall in the first hour. For the second and third hour, the leaves fall at a rate of 4 per hour. What is the average number of leaves which fell per hour?",5,"Reasoning:
For the first hour, 7 leaves fell.
For the second hour, 4 leaves fell.
For the third hour, 4 leaves fell.
The total number of leaves that fell is 7+4+4 = <<7+4+4=15>>15 leaves.
The total number of hours is 3.
The average number of leaves that fell per hour is 15/3 = <<15/3=5>>5 leaves.

Final Answer:
5",8.569039106369019,gsm8k,math_reasoning
16822,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Find the value of (70+ 28/100) × 100

Choices:
A. 7028
B. 4028
C. 3128
D. 3256
E. 5264",7028,"Reasoning:
(70+ 28/100) × 100
= (70+ 0.28) × 100
= 70.28 × 100
= 7028
Answer is A

Final Answer:
7028",4.507821083068848,AQUA-RAT,math_reasoning
7922,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Six fencers participate in a fencing championship. Assuming all competitors have an equal chance of winning, how many possibilities are there with respect to how a first-place and second-place medal can be awarded?

Choices:
A. 20
B. 24
C. 25
D. 30
E. 36",30,"Reasoning:
There are 6 choices for the first-place medal and 5 choices for the second-place medal.
The answer is B.

Final Answer:
24",2.853055477142334,AQUA-RAT,math_reasoning
14514,Solve the following math reasoning problem step by step.,"Hooper Bay has twice as many pounds of lobster than the two other harbors combined. If the other two harbors have 80 pounds of lobster each, how many pounds of lobster are the three harbors holding?",480,"Reasoning:
The two harbors have 80*2=<<80*2=160>>160 pounds of lobster.
Hooper Bay has 160*2=<<160*2=320>>320 pounds of lobster.
The three harbors have 320+160=<<320+160=480>>480 pounds of lobster.

Final Answer:
480",6.382628917694092,gsm8k,math_reasoning
11145,Read the question and supporting facts carefully. Reason about the information and answer with Yes or No.,Is Route 66 generally unknown to Americans?,No,"Reasoning:
Route 66 is a famous highway in the United States. Route 66 is often referred to as the ""Mother Road"". Route 66 is a well-known route in the United States.

Final Answer:
No",4.099645376205444,StrategyQA,commonsense_reasoning
11376,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A man buys an article for 15% less than its value and sells it for 15% more than its value. His gain or loss percent is:

Choices:
A. no profit, no loss
B. 20% profit
C. less than 35% profit
D. more than 35% profit
E. None",more than 35% profit,"Reasoning:
Explanation:
Let the value of the article be Rs. 100.
Then, C.P. = 85 and S.P. = 115.
Gain = 115 - 85 = 30.
Gain% = 30/85 * 100 = 35.29%.
Answer: D

Final Answer:
more than 35% profit",6.757080793380737,AQUA-RAT,math_reasoning
2342,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"9 spheres of the same size are made from melting a solid cylinder of 16 cm diameter and 12 cm height. What is the diameter of each sphere?

Choices:
A. 4 cm
B. 6 cm
C. 8 cm
D. 10 cm
E. 12 cm",8 cm,"Reasoning:
Volume of cylinder = Volume of 9 spheres
πR2H = 9(4/3)πr3
R2*12 = 9*4/3*4/3*r3
r3 = 9/4*r2
r = 3/2
Diameter of each sphere = 3 cm
Answer: A

Final Answer:
4 cm",7.284169912338257,AQUA-RAT,math_reasoning
23036,Solve the following math reasoning problem step by step.,"Jenny is older than Charlie by five years, while Charlie is older than Bobby by three years. How old will Charlie be when Jenny becomes twice as old as Bobby?",11,"Reasoning:
Jenny is 5 years older than Charlie, so Charlie is 5-3=<<5-3=2>>2 years younger than Jenny.
Jenny will be twice as old as Bobby when she is 2*2=<<2*2=4>>4 years older than Bobby.
Jenny will be 4+2=<<4+2=6>>6 years old when she is twice as old as Bobby.
Jenny will be 6-2=<<6-2=4>>4 years old when she is twice as old as Bobby.
Charlie will be 4-2=<<4-2=2>>2 years old when Jenny is twice as old as Bobby.

Final Answer:
2",13.43829894065857,gsm8k,math_reasoning
24494,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"How many 3-letter words with or without meaning, can be formed out of the letters of the word, 'LOGARITHMS', if repetition of letters is not allowed?

Choices:
A. 690
B. 720
C. 740
D. 760
E. 780",720,"Reasoning:
The word 'LOGARITHMS' contains 9 different letters.
The number of 3-letter words that can be formed out of these 9 letters, without repetition of letters, is
9P3 = 9 * 8 * 7 = 504.
Answer: A

Final Answer:
690",5.853415966033936,AQUA-RAT,math_reasoning
22000,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Running at the same constant rate, 6 identical machines can produce a total of 300 bottles per minute. At this rate, how many bottles could 10 such machines produce in 4 minutes?

Choices:
A. 648
B. 1,800
C. 2,000
D. 10,800
E. 64,800","2,000","Reasoning:
6 machines can produce 300 bottles in 1 minute.
So, 1 machine can produce 300/6 = 50 bottles in 1 minute.
So, 10 machines can produce 50*10 = 500 bottles in 1 minute.
So, 10 machines can produce 500*4 = 2000 bottles in 4 minutes.
Answer: C

Final Answer:
2,000",7.64832878112793,AQUA-RAT,math_reasoning
6111,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"What is the dividend. divisor 17, the quotient is 9 and the remainder is 5

Choices:
A. 134
B. 136
C. 140
D. 158
E. 160",158,"Reasoning:
D = (D * Q) + R
D = (17 * 9) + 5
D = 153 + 5
D = 158
The answer is D.

Final Answer:
158",4.25762414932251,AQUA-RAT,math_reasoning
7070,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A man sells a horse for Rs.800 and loses something, if he had sold it for Rs.980, his gain would have been double the former loss. Find the cost price of the horse?

Choices:
A. 277
B. 888
C. 228
D. 860
E. 911",860,"Reasoning:
Let C.P. of the horse be Rs. x.
Then, Loss = x - 800
Gain = 980 - x
2 (x - 800) = 980 - x
3x = 2060 => x = 2060/3 = 688
C.P. of the horse = Rs. 688.
Answer: D

Final Answer:
860",7.491937398910522,AQUA-RAT,math_reasoning
6646,Solve the following math reasoning problem step by step.,"Monika went out for the day and spent some money. She went to the mall and spent $250. Then, she went to the movies and watched 3 movies back to back that each cost $24. Then she stopped by the farmer's market on her way home and got 20 bags of beans at $1.25/bag. How much money did Monika spend throughout her day?",347,"Reasoning:
Monika spent 3 * $24 = $<<3*24=72>>72 at the movies.
She spent 20 * $1.25 = $<<20*1.25=25>>25 at the farmer's market.
So, Monika spent $250 + $72 + $25 = $<<250+72+25=347>>347 throughout her day.

Final Answer:
347",7.492475748062134,gsm8k,math_reasoning
19749,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A number increased by 20% gives 480. The number is

Choices:
A. 200
B. 400
C. 300
D. 450
E. 500",400,"Reasoning:
Let the number be x.
Then, 120% of x = 480
120x/100 = 480
x = 400
Answer: B

Final Answer:
400",3.606365203857422,AQUA-RAT,math_reasoning
9287,Solve the following math reasoning problem step by step.,Tom rents a helicopter for 2 hours a day for 3 days.  It cost $75 an hour to rent.  How much did he pay?,450,"Reasoning:
He rented it for 2*3=<<2*3=6>>6 hours
So he paid 6*75=$<<6*75=450>>450

Final Answer:
450",3.8211169242858887,gsm8k,math_reasoning
17269,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"if price of t.v set is reduced by 18%, then its sale increases by 88%, find net effect on sale value

Choices:
A. 44
B. 54
C. 46
D. 47
E. 48",54,"Reasoning:
100
88
18
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100
100",44.28741478919983,AQUA-RAT,math_reasoning
11582,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"David and Lewis leave Chennai for Hyderabad simultaneously at 8 P.M in the night driving in two cars at speeds of 50 mph and 70 mph respectively. As soon as Lewis reaches Hyderabad he returns back to Chennai along the same route and meets David on the way back. If the distance between the two cities is 350 miles, how far from Chennai did David and Lewis meet?

Choices:
A. 250 miles
B. 240 miles
C. 230 miles
D. 235 miles
E. 75 miles",250 miles,"Reasoning:
Let the distance between Chennai and Hyderabad be x miles.
Then, the distance between Chennai and the meeting point = (x - y) miles.
The time taken by David to cover x miles = x/50 hours.
The time taken by Lewis to cover y miles = y/70 hours.
The time taken by Lewis to cover (x - y) miles = (x - y)/70 hours.
Since, the total time taken by Lewis to cover the whole distance is equal to the total time taken by David to cover the whole distance.
x/50 + y/70 = x/50 + (x - y)/70
x/50 + y/70 = 2x/70
x + y = 2x
y = x
x = 350 miles.
The distance between Chennai and the meeting point = (350 - 350) = 0 miles.
Answer: E

Final Answer:
75 miles",16.908926486968994,AQUA-RAT,math_reasoning
17816,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A side of beef lost 35 percent of its weight in processing. If the side of beef weighed 550 pounds after processing, how many pounds did it weigh before processing?

Choices:
A. 191
B. 355
C. 737
D. 846
E. 1,560",846,"Reasoning:
Let x be the weight of the beef before processing.
x - 0.65x = 550
0.35x = 550
x = 1,560
The answer is E.

Final Answer:
1,560",4.5631184577941895,AQUA-RAT,math_reasoning
15415,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A glass was filled with 15 ounces of water, and 0.05 ounce of the water evaporated each day during a 15-day period. What percent of the original amount of water evaporated during this period?

Choices:
A. 0.005%
B. 0.05%
C. 0.5%
D. 5%
E. 25%",5%,"Reasoning:
0.05*15 = 0.75
0.75/15 = 0.05
0.05*100 = 5%
The answer is D.

Final Answer:
5%",3.980149030685425,AQUA-RAT,math_reasoning
21200,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A sum of money is to be distributed among A, B, C, D in the proportion of
5 : 1 : 5 : 3. If C gets Rs. 1000 more than D, what is B's share?

Choices:
A. Rs. 500
B. Rs. 1000
C. Rs. 1500
D. Rs. 2000
E. NOne",Rs. 500,"Reasoning:
Let the shares of A, B, C and D be 5x, x, 5x and 3x respectively.
Then, 5x - 3x = 1000
2x = 1000
x = 500
B's share = x = Rs. 500
Answer: A

Final Answer:
Rs. 500",7.094919681549072,AQUA-RAT,math_reasoning
21693,Read the science question and the answer choices carefully. Reason about the options and provide the correct answer.,"When fresh water and salt water meet in an estuary, the salt water typically flows underneath the fresh water because the salt water is denser. What effect does this most likely have on the nutrients concentrated in the fresh water?

Choices:
A. They are kept close to the shore.
B. They are spread out from the shore.
C. They are diluted by the ocean water.
D. They are inactivated by the ocean water.",They are spread out from the shore.,"Reasoning:
Not provided

Final Answer:
They are diluted by the ocean water.",1.6254451274871826,ARC-Challenge,science_reasoning
8742,Solve the following math reasoning problem step by step.,"There are 4 carriages in a train and each carriage has 25 seats. If each carriage could accommodate 10 more passengers, how many passengers would fill up 3 trains?",420,"Reasoning:
Each carriage has 25 + 10 = <<25+10=35>>35 seats.
So, 3 trains can accommodate 35 x 4 = <<35*4=140>>140 passengers.
If each carriage could accommodate 10 more passengers, 3 trains could accommodate 140 + 10 x 4 = <<140+10*4=180>>180 passengers.

Final Answer:
180",7.532873153686523,gsm8k,math_reasoning
3193,Solve the following math reasoning problem step by step.,Cindy was hired to teach 4 math courses which required her to be in the classroom for 48 hours a week altogether. How much did Cindy earn for teaching 1 math course in a month with exactly 4 weeks if her hourly rate per class is $25?,"1,200","Reasoning:
If Cindy teaches 4 math courses, she spends 48 hours/week * 4 courses = <<48*4=192>>192 hours teaching.
In a month with 4 weeks, Cindy teaches 192 hours * 4 weeks/month = <<192*4=768>>768 hours.
So, Cindy earns 768 hours * $25/hour = $<<768*25=19200>>19200 for teaching 4 math courses in a month.

Final Answer:
19200",8.941096305847168,gsm8k,math_reasoning
19762,Read the question and supporting facts carefully. Reason about the information and answer with Yes or No.,Is Atlantic cod found in a vegemite sandwich?,No,"Reasoning:
Vegemite is a spread made from yeast extract. Atlantic cod is a fish. Yeast is a fungus that is used to make bread rise.

Final Answer:
No",3.418980121612549,StrategyQA,commonsense_reasoning
13346,Solve the following math reasoning problem step by step.,"On a farm, on average every 6 cows produce 108 liters of milk per week. In five weeks the cows produced 2160 liters of milk. How many cows are on the farm?",24,"Reasoning:
In one week, 2160 liters of milk is produced by 2160/108 = <<2160/108=20>>20 cows.
In five weeks, 20 cows produce 20*5 = <<20*5=100>>100 cows.
The answer is 100.

Final Answer:
100",6.073887348175049,gsm8k,math_reasoning
12788,Solve the following math reasoning problem step by step.,"A lot of people have been sick at Gary's workplace, so he's been working a lot of extra shifts to fill in for people. As a result, he's earned some overtime (where every hour after 40 he earns 1.5 times his normal wage.) His paycheck (before taxes are taken out) came out to $696. If Gary normally earns $12 per hour, how many hours did he work that week?",52,"Reasoning:
Let x be the number of hours Gary worked before overtime. Then he earned 12*x dollars for those hours.
He also earned 12*1.5*(x+40) dollars for overtime.
The total amount he earned is 12*x+12*1.5*(x+40)=696.
Combining like terms, we get 12*x+18*(x+40)=696.
Combining like terms again, we get 30*x+720=696.
Subtracting 720 from both sides, we get 30*x=-24.
Dividing both sides by 30, we get x=-24/30.
Dividing both sides by -0.8, we get x=30.

Final Answer:
30",13.63520622253418,gsm8k,math_reasoning
13243,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A walks around a circular field at the rate of one round per hour while B runs around it at the rate of six rounds per hour. They start at same point at 9:30 am. They shall first cross each other at ?

Choices:
A. 7:15 am
B. 7:30 am
C. 9: 42 am
D. 7:50 am
E. 7:60 am",9: 42 am,"Reasoning:
Relative speed of A and B = 6 - 1 = 5 rounds per hour.
They will first cross each other when A has completed 1 round.
Time taken by A to complete 1 round = 1/5 hour = 12 minutes.
Time when they first cross each other = 9:30 am + 12 minutes = 9:42 am.
Answer: C

Final Answer:
9: 42 am",8.13980746269226,AQUA-RAT,math_reasoning
4408,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Brenda and Sally run in opposite direction on a circular track, starting at diametrically opposite points. They first meet after Brenda has run 100 meters. They next meet after Sally has run 200 meters past their first meeting point. Each girl runs at a constant speed. What is the length of the track in meters?

Choices:
A. 250
B. 300
C. 350
D. 400
E. 500",400,"Reasoning:
Brenda runs 100 meters and meets Sally.
Sally runs 200 meters and meets Brenda.
The distance covered by Brenda and Sally is 100+200=300 meters.
The length of the track is 300 meters.
The answer is B.

Final Answer:
300",5.280992746353149,AQUA-RAT,math_reasoning
23642,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"How many positive 5-digit integers have the odd sum E of their digits?

Choices:
A. 9*10^2
B. 9*10^3
C. 10^4
D. 45*10^3
E. 9*10^4",45*10^3,"Reasoning:
The sum of the digits of a 5-digit number is odd only if the number of odd digits is odd.
The number of 5-digit numbers with odd sum of digits is the sum of the number of 5-digit numbers with 1 odd digit and the number of 5-digit numbers with 3 odd digits.
The number of 5-digit numbers with 1 odd digit is 5*10^4.
The number of 5-digit numbers with 3 odd digits is 10*10^3.
The answer is D.

Final Answer:
45*10^3",10.68922472000122,AQUA-RAT,math_reasoning
21768,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"The length of the rectangular field is double its width. Inside the field there is square shaped pond 8m long. If the area of the pond is 1/8 of the area of the field. What is the length of the field?

Choices:
A. 32 m
B. 31 m
C. 30 m
D. 35 m
E. 38 m",32 m,"Reasoning:
Let the width of the field be x m.
Then, length = 2x m.
Area of the field = (2x x x) m2 = 2x2 m2.
Area of the pond = 8 x 8 m2 = 64 m2.
Given that, area of the pond = 1/8 of the area of the field.
=> 64 = 1/8 (2x2)
=> 64 = x2/4
=> x2 = 256
=> x = 16.
Length of the field = 2x = 32 m.
Answer: A

Final Answer:
32 m",12.00138258934021,AQUA-RAT,math_reasoning
18741,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A cistern can be filled by a tap in 4 hours while it can be emptied by another tap in 9 hours. If both the taps are opened simultaneously, then after how much time will the cistern get filled?

Choices:
A. 7.3 hrs
B. 7.9 hrs
C. 7.1 hrs
D. 7.2 hrs
E. 7.8 hrs",7.2 hrs,"Reasoning:
Explanation:
Part filled in 1 hour = 1/4 - 1/9 = 5/36
Part filled in 7.3 hrs = 7.3 * 5/36 = 1
Answer: A

Final Answer:
7.3 hrs",5.549218893051148,AQUA-RAT,math_reasoning
23129,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"The diameter of a cylindrical tin is 6cm and height is 5 cm. Find the volume of the cylinder?

Choices:
A. 33
B. 45
C. 66
D. 77
E. 21",45,"Reasoning:
πr2h = 22/7 * 3 * 3 * 5 = 66 cm3
Answer:C

Final Answer:
66",3.172006607055664,AQUA-RAT,math_reasoning
15609,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"If the number is decreased by 5 and divided by 7 the result is 7. What would be the result if 24 is subtracted and divided by 10?

Choices:
A. 4
B. 7
C. 8
D. 5
E. 3",3,"Reasoning:
Explanation:
Let the number be x.
Then, (x - 5)/7 = 7
=> x - 5 = 49
=> x = 54
Now, (54 - 24)/10 = 30/10 = 3
Answer: E

Final Answer:
3",5.714479923248291,AQUA-RAT,math_reasoning
2904,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"Bruno and Sacha are running in the same direction around a stadium. Sacha runs at a constant speed of 6 meters per second, and Bruno runs at a constant speed of 5 meters per second. At a certain point Sacha overtakes Bruno. If five minute afterward, Sacha stops and waits for Bruno to reach him, then how many seconds does he have to wait?

Choices:
A. 12
B. 24
C. 36
D. 60
E. 72",60,"Reasoning:
The distance between Sacha and Bruno is 5*6 = 30 meters.
The time it takes for Sacha to cover this distance is 30/6 = 5 seconds.
The time it takes for Bruno to cover this distance is 30/5 = 6 seconds.
The difference is 1 second.
The answer is A.

Final Answer:
12",6.949965476989746,AQUA-RAT,math_reasoning
6797,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"A box contains ten bulbs out of which 5 are defective. If four bulbs are chosen at random, find the probability that exactly three bulbs are good?

Choices:
A. 5/21
B. 9/21
C. 7/21
D. 6/21
E. 8/21",5/21,"Reasoning:
Required probability = 5C3 * 5C1 / 10C4
= 10 * 5 / 210
= 1/21
Answer: C

Final Answer:
7/21",4.215280294418335,AQUA-RAT,math_reasoning
19638,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"If 9 ministers are to be seated at a round table conference, then how many different ways can they be seated?

Choices:
A. 24
B. 60
C. 40320
D. 720
E. 180",40320,"Reasoning:
9!/(9-1)! = 9!/(8!) = 9*8*7*6*5*4*3*2*1 = 362880
Answer: C

Final Answer:
40320",4.470795631408691,AQUA-RAT,math_reasoning
19055,Solve the following multiple-choice math reasoning problem. Show your reasoning before giving the final answer.,"One ton has 2200 pounds, and one pound has 16 ounces. How many packets containing wheat weighing 16 pounds and 4 ounces each would totally fill a gunny bag of capacity 13 tons?

Choices:
A. 1760
B. 1700
C. 2350
D. 2500
E. 8000",1760,"Reasoning:
Explanation:
13 tons = 13 x 2200 pounds = 28600 pounds
28600 pounds = 28600/16 ounces = 17900 ounces
17900 ounces = 17900/4 ounces/packet = 4500 packets
Answer: Option C

Final Answer:
2350",5.835633754730225,AQUA-RAT,math_reasoning
15446,Read the question and supporting facts carefully. Reason about the information and answer with Yes or No.,Is honey associated with queens?,Yes,"Reasoning:
Honey bees are associated with queens. Queens are the largest bees in a hive. Queens are responsible for laying eggs. Queens are the only female bees in a hive that lay eggs.

Final Answer:
Yes",4.031797409057617,StrategyQA,commonsense_reasoning
